804, 0
417, 0
752, 0
986, 0
576, 0
35, 0
74, 0
196, 0
414, 0
886, 0
862, 0
439, 1
67, 1
960, 0
331, 1
838, 0
824, 0
302, 0
523, 1
875, 0
983, 1
708, 0
269, 1
95, 0
231, 0
585, 0
536, 0
395, 0
423, 0
29, 1
375, 0
497, 0
308, 0
1000, 0
315, 0
326, 0
777, 0
975, 0
690, 0
738, 0
262, 0
695, 0
611, 0
894, 0
996, 0
669, 0
847, 0
937, 1
319, 0
892, 0
98, 0
223, 1
668, 0
344, 0
933, 0
567, 0
696, 0
158, 0
298, 0
734, 0
914, 0
10, 0
816, 0
83, 1
722, 0
384, 0
992, 0
382, 0
766, 0
26, 0
352, 0
541, 1
727, 1
434, 0
968, 0
799, 0
487, 1
694, 0
683, 1
561, 0
923, 0
276, 0
571, 1
904, 0
152, 0
142, 0
558, 0
911, 1
632, 0
327, 0
642, 0
428, 0
102, 0
410, 0
195, 0
202, 0
922, 0
973, 0
666, 0
17, 1
913, 0
739, 1
525, 0
893, 0
478, 0
338, 0
88, 0
945, 0
364, 0
156, 0
987, 0
79, 1
187, 0
31, 1
45, 0
314, 0
596, 0
201, 0
552, 0
848, 0
97, 1
809, 1
24, 0
293, 1
117, 0
171, 0
860, 0
480, 0
719, 1
795, 0
882, 0
121, 0
28, 0
868, 0
943, 0
256, 0
605, 0
962, 0
908, 0
484, 0
446, 0
533, 0
677, 1
589, 0
123, 0
252, 0
584, 0
782, 0
779, 0
309, 0
572, 0
82, 0
283, 1
3, 1
122, 0
664, 0
135, 0
157, 1
413, 0
129, 0
883, 1
233, 1
170, 0
203, 0
296, 0
974, 0
398, 0
760, 0
539, 0
68, 0
120, 0
852, 0
935, 0
386, 0
532, 0
22, 0
920, 0
57, 0
257, 1
651, 0
873, 0
261, 0
150, 0
641, 1
153, 0
114, 0
959, 0
347, 1
393, 0
565, 0
756, 0
952, 0
89, 1
519, 0
528, 0
221, 0
716, 0
767, 0
254, 0
783, 0
890, 0
431, 1
831, 0
41, 1
140, 0
379, 1
931, 0
507, 0
488, 0
207, 0
425, 0
703, 0
436, 0
634, 0
138, 0
206, 0
27, 0
503, 1
544, 0
662, 0
902, 0
464, 0
137, 1
861, 0
650, 0
627, 0
468, 0
317, 1
184, 0
671, 0
659, 1
577, 1
107, 1
713, 0
833, 0
324, 0
188, 0
172, 0
96, 0
807, 0
421, 1
570, 0
370, 0
168, 0
53, 1
198, 0
573, 0
990, 0
311, 1
307, 1
586, 0
339, 0
229, 1
637, 0
924, 0
215, 0
179, 1
91, 0
227, 1
59, 1
69, 0
204, 0
378, 0
453, 0
512, 0
333, 0
99, 0
701, 1
646, 0
744, 0
773, 1
730, 0
750, 0
182, 0
639, 0
535, 0
101, 1
797, 1
784, 0
415, 0
346, 0
526, 0
927, 0
965, 0
454, 0
354, 0
771, 0
337, 1
141, 0
705, 0
