278, 0
156, 0
157, 1
877, 1
389, 1
908, 0
12, 0
546, 0
9, 0
403, 0
795, 0
266, 0
259, 0
723, 0
673, 1
375, 0
490, 0
553, 0
923, 0
148, 0
660, 0
515, 0
51, 0
406, 0
265, 0
3, 1
432, 0
425, 0
845, 0
340, 0
576, 0
132, 0
472, 0
550, 0
230, 0
174, 0
204, 0
66, 0
821, 1
475, 0
913, 0
594, 0
220, 0
608, 0
76, 0
938, 0
634, 0
727, 1
119, 0
965, 0
307, 1
937, 1
339, 0
507, 0
292, 0
488, 0
533, 0
126, 0
654, 0
418, 0
579, 0
131, 1
791, 0
433, 1
451, 0
463, 1
165, 0
87, 0
518, 0
985, 0
724, 0
733, 1
584, 0
844, 0
54, 0
453, 0
907, 1
143, 0
304, 0
741, 0
667, 0
906, 0
20, 0
819, 0
996, 0
89, 1
123, 0
682, 0
500, 0
36, 0
921, 0
931, 0
62, 0
728, 0
46, 0
427, 0
958, 0
956, 0
523, 1
190, 0
678, 0
318, 0
434, 0
464, 0
801, 0
899, 0
239, 1
38, 0
208, 0
624, 0
462, 0
879, 0
210, 0
479, 1
924, 0
351, 0
582, 0
397, 1
361, 0
829, 1
383, 1
680, 0
687, 0
468, 0
796, 0
889, 0
824, 0
838, 0
876, 0
644, 0
437, 0
689, 0
949, 0
334, 0
120, 0
376, 0
471, 0
4, 0
333, 0
196, 0
296, 0
777, 0
989, 0
459, 0
422, 0
495, 0
364, 0
302, 0
216, 0
739, 1
706, 0
391, 0
717, 0
96, 0
789, 0
527, 0
866, 0
503, 1
118, 0
203, 0
998, 0
830, 0
846, 0
102, 0
41, 1
525, 0
269, 1
189, 0
903, 0
384, 0
122, 0
136, 0
163, 1
670, 0
897, 0
19, 1
354, 0
894, 0
805, 0
547, 1
193, 1
188, 0
719, 1
806, 0
963, 0
810, 0
344, 0
737, 0
775, 0
88, 0
264, 0
945, 0
619, 1
446, 0
223, 1
13, 1
197, 1
309, 0
966, 0
237, 0
853, 1
621, 0
642, 0
628, 0
708, 0
861, 0
170, 0
988, 0
847, 0
246, 0
183, 0
113, 1
909, 0
818, 0
693, 0
557, 1
736, 0
875, 0
480, 0
919, 1
478, 0
896, 0
409, 1
768, 0
127, 1
385, 0
914, 0
252, 0
206, 0
5, 1
904, 0
306, 0
618, 0
666, 0
273, 0
651, 0
657, 0
922, 0
782, 0
177, 0
649, 0
560, 0
198, 0
730, 0
868, 0
108, 0
538, 0
321, 0
825, 0
360, 0
117, 0
201, 0
374, 0
343, 0
83, 1
194, 0
358, 0
10, 0
426, 0
749, 0
982, 0
232, 0
663, 0
551, 0
684, 0
971, 1
168, 0
166, 0
561, 0
94, 0
313, 1
417, 0
378, 0
859, 1
69, 0
6, 0
986, 0
241, 1
812, 0
430, 0
514, 0
734, 0
711, 0
694, 0
799, 0
599, 1
53, 1
513, 0
452, 0
316, 0
944, 0
59, 1
481, 0
639, 0
605, 0
569, 1
983, 1
268, 0
285, 0
539, 0
598, 0
650, 0
85, 0
489, 0
512, 0
849, 0
630, 0
365, 0
295, 0
257, 1
399, 0
952, 0
669, 0
703, 0
457, 1
382, 0
48, 0
73, 1
935, 0
622, 0
147, 0
950, 0
516, 0
31, 1
612, 0
275, 0
82, 0
314, 0
652, 0
100, 0
962, 0
244, 0
498, 0
940, 0
882, 0
978, 0
871, 0
822, 0
224, 0
438, 0
400, 0
161, 0
653, 1
964, 0
534, 0
234, 0
918, 0
562, 0
386, 0
134, 0
697, 0
976, 0
549, 0
705, 0
575, 0
765, 0
458, 0
65, 0
61, 1
28, 0
979, 0
222, 0
820, 0
263, 1
84, 0
49, 0
182, 0
377, 0
185, 0
103, 1
648, 0
436, 0
623, 0
658, 0
97, 1
779, 0
886, 0
647, 1
836, 0
556, 0
790, 0
595, 0
368, 0
987, 0
629, 0
816, 0
55, 0
677, 1
142, 0
114, 0
421, 1
455, 0
332, 0
835, 0
884, 0
520, 0
248, 0
536, 0
843, 0
416, 0
504, 0
395, 0
58, 0
367, 1
116, 0
808, 0
817, 0
917, 0
776, 0
501, 0
469, 0
253, 0
449, 1
16, 0
311, 1
393, 0
842, 0
885, 0
92, 0
258, 0
586, 0
655, 0
690, 0
508, 0
573, 0
981, 0
45, 0
320, 0
411, 0
865, 0
890, 0
537, 0
656, 0
990, 0
804, 0
681, 0
300, 0
