2, 0.100000, rbf, 1, 0.836667
2, 0.100000, rbf, 2, 0.836667
2, 0.100000, rbf, 3, 0.653333
2, 0.100000, rbf, 4, 0.653333
2, 0.100000, rbf, 5, 0.653333
2, 0.100000, rbf, 6, 0.653333
2, 0.100000, rbf, 7, 0.653333
2, 0.100000, rbf, 8, 0.653333
2, 0.100000, rbf, 9, 0.653333
2, 0.100000, rbf, 10, 0.653333
2, 0.100000, rbf, 11, 0.653333
2, 0.100000, rbf, 12, 0.653333
2, 0.100000, rbf, 13, 0.653333
2, 0.100000, rbf, 14, 0.653333
2, 0.100000, rbf, 15, 0.653333
2, 0.100000, rbf, 16, 0.653333
2, 0.100000, rbf, 17, 0.653333
2, 0.100000, rbf, 18, 0.653333
2, 0.100000, rbf, 19, 0.653333
2, 0.100000, rbf, 20, 0.653333
2, 0.100000, rbf, 21, 0.653333
2, 0.100000, rbf, 22, 0.653333
2, 0.100000, rbf, 23, 0.653333
2, 0.100000, rbf, 24, 0.653333
2, 0.100000, rbf, 25, 0.653333
2, 0.100000, rbf, 26, 0.653333
2, 0.100000, rbf, 27, 0.653333
2, 0.100000, rbf, 28, 0.653333
2, 0.100000, rbf, 29, 0.653333
2, 0.100000, rbf, 30, 0.653333
2, 0.200000, rbf, 1, 0.836667
2, 0.200000, rbf, 2, 0.836667
2, 0.200000, rbf, 3, 0.653333
2, 0.200000, rbf, 4, 0.653333
2, 0.200000, rbf, 5, 0.653333
2, 0.200000, rbf, 6, 0.653333
2, 0.200000, rbf, 7, 0.653333
2, 0.200000, rbf, 8, 0.653333
2, 0.200000, rbf, 9, 0.653333
2, 0.200000, rbf, 10, 0.653333
2, 0.200000, rbf, 11, 0.653333
2, 0.200000, rbf, 12, 0.653333
2, 0.200000, rbf, 13, 0.653333
2, 0.200000, rbf, 14, 0.653333
2, 0.200000, rbf, 15, 0.653333
2, 0.200000, rbf, 16, 0.653333
2, 0.200000, rbf, 17, 0.653333
2, 0.200000, rbf, 18, 0.653333
2, 0.200000, rbf, 19, 0.653333
2, 0.200000, rbf, 20, 0.653333
2, 0.200000, rbf, 21, 0.653333
2, 0.200000, rbf, 22, 0.653333
2, 0.200000, rbf, 23, 0.653333
2, 0.200000, rbf, 24, 0.653333
2, 0.200000, rbf, 25, 0.653333
2, 0.200000, rbf, 26, 0.653333
2, 0.200000, rbf, 27, 0.653333
